sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;linea_de_credito
Femenino;comercio;tienda;buenos aires;2;9.0;29/12/2017;5000000;microempresarial
Femenino;industria;fabrica de ;aranjuez;3;4.0;16/05/2019;5000000;MICROEMPRESARIAL
Femenino;comercio;comidas rapidas;manrique oriental;3;3.0;21/05/2018;782000;microempresarial
Femenino;comercio;restaurante;doce de octubre no. 1;2;6.0;10/03/2017;3500000;microempresarial
Masculino;comercio;fabrica de calzado;moravia;2;4.0;1/03/2016;6000000;microempresarial
Femenino;servicio;fabrica de ;la floresta;3;12.0;15/02/2016;4000000;microempresarial
Masculino;comercio;tienda;belen;2;16.0;17/07/2017;$ 5,200,000.00;microempresarial
Femenino;comercio;comidas rapidas;enciso;2;8.0;15/03/2019;8281000;microempresarial
Masculino;servicio;comidas rapidas;13 de noviembre;1;8.0;31/05/2019;8000000;microempresarial
Femenino;servicio;tienda;pedregal;2;6.0;28/09/2016;5000000;microempresarial
Femenino;comercio;criadero de animales ;barrio caicedo;1;9.0;6/10/2017;73000000;microempresarial
Femenino;servicio;comidas rapidas;santa lucia;2;12.0;13/01/2017;6890000;microempresarial
Femenino;comercio;fabrica de ;popular;1;1.0;2/05/2017;7370000;microempresarial
Masculino;comercio;tienda;cabecera san cristobal;1;60.0;3/04/2018;7000000;Microempresarial
Femenino;servicio;comidas rapidas;San Javier No.1;1;4.0;22/01/2019;6000000;microempresarial
Masculino;industria;fabrica de ;granizal;1;1.0;10/07/2018;6000000;microempresarial
Femenino;comercio;variedades;campo valdes no. 1;2;4.0;28/02/2019;6000000;microempresarial
Femenino;industria;fabrica de ;santo domingo savio ;1;1.0;19/04/2018;3500000;microempresarial
Femenino;comercio;alquiler de peliculas;nuevos conquistadores;1;13.0;25/07/2017;5500000;microempresarial
Femenino;industria;fabrica de ;san javier no.1;2;13.0;17/05/2018;$ 7,800,000.00;microempresarial
Femenino;comercio;comidas rapidas;guayabal;3;15.0;30/08/2016;6890000;microempresarial
Masculino;industria;fabrica de ;robledo;1;7.0;21/05/2018;3000000;microempresarial
Femenino;industria;comidas rapidas;barrio cristobal;3;12.0;15/06/2016;4000000;microempresarial
Femenino;industria;fabrica de calzado;enciso;2;8.0;5/08/2016;5000000;microempresarial
Masculino;comercio;variedades;llanaditas;1;8.0;15/03/2018;2000000;microempresarial
Femenino;industria;fabrica de ;la milagrosa;3;9.0;10/07/2017;7000000;microempresarial
Masculino;comercio;variedades;san diego;3;10.0;28/06/2017;44000000;microempresarial
Femenino;industria;fabrica de calzado;cabecera san antonio ;2;80.0;19/10/2017;7000000;microempresarial
Femenino;industria;fabrica de ;calasanz;3;12.0;7/02/2018;7000000;microempresarial
Femenino;industria;fabrica de ;el triunfo;1;6.0;28/11/2018;7000000;microempresarial
Femenino;industria;fabrica de ;manrique oriental;2;3.0;17/08/2017;7377000;microempresarial
Masculino;comercio;tienda;manrique oriental;2;3.0;3/08/2017;5000000;microempresarial
Femenino;comercio;tienda naturista;moravia;2;4.0;1/08/2018;7812420;microempresarial
Femenino;industria;fabrica de ;manrique central no. 2;3;3.0;31/07/2018;5000000;microempresarial
Femenino;industria;fabrica de ;guayabal;3;15.0;27/01/2017;3000000;microempresarial
Femenino;comercio;restaurante;el vergel;2;80.0;25/08/2016;6890000;Microempresarial
Femenino;comercio;variedades;JUAN XXIII LA QUIEBRA;1;13.0;31/01/2017;5500000;microempresarial
Masculino;industria;fabrica de ;manrique oriental;2;3.0;25/05/2018;7800000;microempresarial
Femenino;comercio;panaderia;robledo;2;7.0;4/12/2018;1200000;microempresarial
Femenino;industria;fabrica de ;santander;1;6.0;25/01/2017;7000000;microempresarial
Femenino;comercio;almacen de ropa en ;guayabal;3;15.0;9/04/2018;3500000;microempresarial
Femenino;industria;fabrica de ;villa hermosa;3;8.0;23/07/2018;7800000;microempresarial
Femenino;industria;fabrica de ;robledo;2;7.0;25/10/2017;7300000;Microempresarial
Masculino;industria;marqueteria;naranjal;2;11.0;24/10/2016;5000000;microempresarial
Femenino;comercio;variedades;lopez de mesa;3;7.0;5/02/2018;$ 7,800,000.00;microempresarial
Femenino;servicio;miscelanea;PALENQUE;3;7.0;23/03/2018;7800000;microempresarial
Masculino;comercio;comidas rapidas;manrique central no. 1;3;4.0;30/03/2017;7377000;microempresarial
Femenino;servicio;peluqueria;santander;2;6.0;17/08/2017;7000000;microempresarial
Masculino;comercio;Panaderia;manrique central no. 1;2;4.0;24/01/2018;3000000;microempresarial
Femenino;servicio;charcuteria;robledo;3;7.0;26/08/2016;6000000;microempresarial
Femenino;comercio;almacen de ropa en ;villa del socorro;2;2.0;26/04/2017;7000000;microempresarial
Masculino;industria;fabrica de ;cabecera san antonio ;2;80.0;15/08/2018;$ 4,000,000.00;microempresarial
Femenino;comercio;comidas rapidas;belencito;2;13.0;22/11/2018;3000000;microempresarial
Masculino;servicio;criadero de animales ;buenos aires;3;9.0;1/09/2017;7377000;microempresarial
Femenino;industria;fabrica de ;villa del socorro;1;2.0;4/10/2017;$ 3,300,000.00;microempresarial
Femenino;servicio;peluqueria;castilla;3;5.0;24/03/2017;$ 7,000,000.00;microempresarial
Masculino;comercio;variedades;pedregal;3;6.0;6/02/2018;6400000;microempresarial
Femenino;comercio;almacen de ropa en ;buenos aires;3;9.0;23/03/2018;7200000;microempresarial
Femenino;Comercio;distribuidora de ;manrique central no. 2;2;3.0;11/11/2016;5000000;microempresarial
Femenino;comercio;distribuidora de ;buenos aires;3;9.0;13/03/2017;7300000;microempresarial
Femenino;comercio;VARIEDADES;juan xxiii la quiebra;2;13.0;17/11/2017;7377170;microempresarial
Femenino;comercio;tienda de helados;cabecera san antonio ;3;80.0;13/07/2016;$ 3,000,000.00;microempresarial
Femenino;comercio;variedades;manrique central no. 1;2;4.0;15/02/2017;6000000;Microempresarial
Masculino;comercio;variedades;belen;1;16.0;21/08/2018;4000000;microempresarial
Femenino;comercio;variedades;manrique central no. 2;2;3.0;15/03/2019;6000000;microempresarial
Masculino;servicio;variedades;popular;2;1.0;4/07/2017;3000000;microempresarial
Femenino;industria;fabrica de ;robledo;2;7.0;26/10/2017;6000000;microempresarial
Femenino;comercio;variedades;robledo;2;7.0;24/11/2017;4000000;microempresarial
Femenino;industria;fabrica de ;popular;2;1.0;17/05/2018;$ 4,000,000.00;microempresarial
Masculino;servicio;barberia;campo valdes no. 1;3;4.0;9/07/2018;7800000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 2;1;3.0;26/01/2018;4000000;microempresarial
Femenino;industria;variedades;doce de octubre no. 1;2;6.0;4/09/2017;4000000;microempresarial
Femenino;comercio;fabrica de calzado;doce de octubre no. 1;2;6.0;22/09/2017;7000000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 1;3;4.0;7/05/2019;4500000;microempresarial
Femenino;servicio;fabrica de ;robledo;2;7.0;20/04/2018;7000000;microempresarial
Masculino;servicio;barberia;Castilla;3;5.0;28/07/2017;7377000;microempresarial
Masculino;servicio;variedades;enciso;2;8.0;30/01/2017;6000000;microempresarial
Masculino;comercio;fabrica de helados;boyaca;3;5.0;19/09/2016;6890000;microempresarial
Femenino;Comercio;variedades;enciso;1;8.0;13/06/2018;4000000;microempresarial
Femenino;servicio;productos de belleza;Andalucia;1;2.0;30/10/2018;6000000;microempresarial
Masculino;servicio;comidas rapidas;moravia;1;4.0;22/08/2016;6000000;microempresarial
Masculino;comercio;almacen de ropa en ;robledo;2;7.0;22/03/2017;4000000;microempresarial
Femenino;servicio;barberia;cabecera san antonio ;3;80.0;4/11/2016;6890000;microempresarial
Femenino;comercio;tienda;popular;2;1.0;13/06/2016;6890000;microempresarial
Masculino;servicio;organizacion y ;belen;3;16.0;1/06/2017;7370000;microempresarial
Femenino;servicio;peluqueria;belen;2;16.0;13/08/2018;7800000;microempresarial
Femenino;comercio;variedades;campo valdes no. 1;3;4.0;14/11/2018;7800000;microempresarial
Femenino;servicio;peluqueria;FLORENCIA;3;5.0;19/10/2017;5000000;microempresarial
Femenino;servicio;venta de pollos;popular;2;1.0;8/11/2016;2500000;microempresarial
Femenino;servicio;comidas rapidas;robledo;2;7.0;27/04/2016;6890000;microempresarial
Masculino;agropecuaria;criadero de animales ;cabecera san cristobal;2;60.0;21/08/2018;7800000;agropecuaria
Masculino;servicio;peluqueria;blanquizal;1;13.0;4/09/2018;7800000;microempresarial
Masculino;industria;fabrica de ;robledo;1;7.0;28/05/2018;7800000;microempresarial
Femenino;industria;fabrica de calzado;aranjuez;3;4.0;14/12/2016;4000000;microempresarial
Masculino;servicio;taller de mecanica;pedregal;3;6.0;14/02/2017;5000000;microempresarial
Femenino;comercio;tienda;campo valdes no. 1;3;4.0;7/06/2019;8000000;microempresarial
Femenino;comercio;variedades;la milagrosa;3;9.0;5/01/2018;7377000;microempresarial
Femenino;comercio;gimnasio;popular;2;1.0;2/05/2019;2250000;microempresarial
Masculino;comercio;restaurante;buenos aires;3;9.0;18/11/2016;6500000;microempresarial
Femenino;comercio;variedades;carpinelo;1;1.0;13/02/2018;4000000;microempresarial
Femenino;industria;fabrica de ;robledo;2;7.0;7/06/2016;6500000;microempresarial
Femenino;comercio;variedades;florencia;3;5.0;22/03/2017;7000000;microempresarial
Masculino;comercio;VARIEDADES;campo valdes no. 1;3;4.0;8/03/2017;7377000;microempresarial
Femenino;industria;fabrica de ;San Javier No.1;1;80.0;17/08/2018;6300000;microempresarial
Masculino;comercio;fabrica de alimentos;playon de los ;2;2.0;5/04/2018;7800000;microempresarial
Masculino;industria;fabrica de alimentos;robledo;2;7.0;9/11/2016;4000000;microempresarial
Masculino;servicio;cafe e internet;manrique central no. 2;3;3.0;25/07/2018;5000000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 1;1;4.0;8/05/2019;8000000;microempresarial
Masculino;industria;fabrica de ;pedregal;3;6.0;28/07/2017;2000000;microempresarial
Femenino;COMERCIO;variedades;barrio caicedo;2;9.0;17/03/2017;7377000;microempresarial
Femenino;comercio;almacen de ropa en ;EL SALVADOR;2;9.0;12/09/2018;$ 5,000,000.00;microempresarial
Masculino;comercio;restaurante;robledo;2;7.0;15/06/2017;6500000;microempresarial
Femenino;comercio;almacen de ropa en ;robledo;1;7.0;1/06/2017;7000000;microempresarial
Femenino;comercio;distribuidora de ;manrique oriental;2;8.0;1/03/2019;5500000;microempresarial
Femenino;comercio;comidas rapidas;robledo;2;7.0;18/10/2018;7800000;microempresarial
Femenino;industria;fabrica de ;doce de octubre no. 1;1;6.0;10/08/2016;3000000;microempresarial
Masculino;servicio;Cerrajeria;manrique central no. 2;2;3.0;19/07/2018;7800000;microempresarial
Masculino;servicio;mantenimiento en ;campo valdes no. 1;2;4.0;1/08/2018;6000000;microempresarial
Masculino;industria;fabrica de ;robledo;2;7.0;28/02/2019;3000000;microempresarial
Femenino;servicio;variedades;santa cruz;2;2.0;20/10/2017;7370000;microempresarial
Femenino;industria;fabrica de ;la milagrosa;2;9.0;27/02/2018;7800000;microempresarial
Masculino;comercio;variedades;barrio caicedo;2;9.0;15/02/2017;$ 7,377,000.00;microempresarial
Masculino;comercio;comidas rapidas;la milagrosa;2;9.0;22/05/2018;2500000;microempresarial
Femenino;comercio;variedades;las palmas;3;10.0;30/11/2016;5000000;microempresarial
Femenino;comercio;legumbreria;guayabal;3;15.0;22/12/2017;4000000;microempresarial
Femenino;servicio;fabrica de helados;manrique central no. 1;2;4.0;31/10/2017;7377000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 1;3;4.0;24/10/2018;3000000;microempresarial
Masculino;servicio;reciclaje;robledo;1;7.0;19/11/2016;3000000;microempresarial
Masculino;servicio;distribuidora de ;el pesebre;1;13.0;29/07/2016;6890000;microempresarial
Femenino;servicio;tienda de helados;llanaditas;1;8.0;18/08/2016;3000000;microempresarial
Femenino;COMERCIO;almacen de ropa en ;boyaca;3;5.0;7/03/2016;5000000;microempresarial
Masculino;comercio;tienda;el compromiso;1;1.0;14/08/2018;3000000;microempresarial
Femenino;industria;fabrica de ;moravia;2;4.0;17/05/2017;7000000;microempresarial
Femenino;comercio;tienda;aranjuez;1;4.0;16/05/2019;4000000;microempresarial
Femenino;industria;fabrica de ;alfonso lopez;3;5.0;18/01/2019;8200000;microempresarial
Femenino;comercio;tienda;santa cruz;2;2.0;13/10/2017;7300000;microempresarial
Femenino;comercio;variedades;florencia;3;5.0;31/07/2017;7000000;microempresarial
Femenino;comercio;peluqueria;el poblado;1;14.0;22/06/2017;7377000;microempresarial
Masculino;comercio;taller de mecanica;manrique central no. 2;3;3.0;29/05/2018;5000000;microempresarial
Femenino;servicio;comidas rapidas;enciso;3;8.0;7/07/2016;6890000;microempresarial
Femenino;comercio;comidas rapidas;santander;2;6.0;3/10/2018;7800000;microempresarial
Femenino;comercio;variedades;moravia;2;4.0;13/06/2017;5000000;microempresarial
Femenino;comercio;almacen de ropa en ;aranjuez;3;4.0;18/10/2017;7000000;microempresarial
Masculino;comercio;fabrica de ;20 de julio;1;13.0;6/12/2018;6000000;microempresarial
Masculino;industria;fabrica de ;juan pablo ii;2;9.0;11/12/2018;7000000;microempresarial
Femenino;industria;ebanistaria;belen;2;16.0;1/08/2018;7800000;microempresarial
Femenino;servicio;gimnasio;san javier no.1;3;13.0;19/11/2016;6890000;microempresarial
Femenino;comercio;comidas rapidas;moravia;1;4.0;9/04/2018;3000000;microempresarial
Femenino;comercio;variedades;la francia;2;2.0;21/02/2017;7300000;microempresarial
Femenino;industria;fabrica de ;aranjuez;2;4.0;26/01/2018;4500000;microempresarial
Femenino;servicio;fabrica de ;robledo;2;7.0;21/06/2016;6700000;microempresarial
Masculino;servicio;fabrica de productos ;trinidad;3;15.0;16/06/2017;30000000;empresarial_ed._
Masculino;industria;fotografia;pedregal;3;6.0;16/05/2016;6890000;microempresarial
Masculino;servicio;mantenimiento en ;SANTA CRUZ;2;2.0;7/11/2017;4400000;microempresarial
Masculino;servicio;ebanistaria;san javier no.2;2;13.0;4/05/2017;2500000;microempresarial
Masculino;industria;fabrica de ;aranjuez;3;4.0;13/01/2017;4000000;microempresarial
Femenino;industria;fabrica de ;aranjuez;3;4.0;18/06/2018;7800000;microempresarial
Femenino;comercio;variedades;buenos aires;2;9.0;12/09/2016;6890000;microempresarial
Masculino;servicio;barberia;san javier no.1;1;13.0;5/06/2019;5000000;Microempresarial
Masculino;industria;fabrica de muebles;belalcazar;3;5.0;12/10/2017;7372000;microempresarial
Masculino;comercio;variedades;san javier no.1;1;13.0;22/05/2018;7812000;microempresarial
Masculino;comercio;cafe e internet;calasanz;2;12.0;26/01/2018;6200000;microempresarial
Femenino;comercio;comidas rapidas;manrique oriental;2;3.0;20/06/2017;5000000;microempresarial
Femenino;comercio;comidas rapidas;campo valdes no. 1;3;4.0;19/02/2018;5000000;microempresarial
Masculino;comercio;almacen de ropa en ;castilla;3;5.0;11/05/2018;4000000;microempresarial
Femenino;comercio;peluqueria;robledo;2;7.0;9/11/2017;$ 2,000,000.00;microempresarial
Masculino;industria;distribuidora de ;castilla;2;5.0;1/04/2019;8200000;microempresarial
Masculino;industria;Tienda;palmitas;2;50.0;21/03/2018;7800000;microempresarial
Masculino;comercio;Variedades;aranjuez;2;3.0;30/10/2018;7800000;microempresarial
Masculino;comercio;fabrica de calzado;cordoba;2;7.0;31/01/2018;7800000;microempresarial
Femenino;comercio;variedades;enciso;2;8.0;14/07/2017;1000000;microempresarial
Masculino;industria;variedades;belen;2;16.0;2/02/2018;5000000;microempresarial
Masculino;servicio;mantenimiento en ;buenos aires;1;9.0;26/04/2016;5000000;microempresarial
Masculino;servicio;taller de mecanica;santo domingo savio ;1;1.0;14/03/2017;7370000;microempresarial
Femenino;comercio;charcuteria;popular;2;1.0;13/02/2017;$ 6,890,000.00;microempresarial
Femenino;servicio;lavanderia;castilla;3;5.0;19/09/2017;7377000;microempresarial
Masculino;industria;fabrica de ;aranjuez;3;4.0;9/01/2019;8280000;microempresarial
Femenino;industria;fabrica de ;guayabal;2;15.0;31/10/2017;7000000;microempresarial
Masculino;industria;variedades;santa elena central;2;90.0;28/08/2017;22000000;microempresarial
Femenino;comercio;productos de belleza;SAN JAVIER NO.1;1;13.0;9/05/2018;5000000;microempresarial
Femenino;industria;fabrica de ;san javier no.2;2;13.0;23/03/2017;7370000;microempresarial
Femenino;industria;fabrica de ;santo domingo savio ;1;1.0;20/11/2018;6000000;microempresarial
Femenino;servicio;fabrica de ;doce de octubre no. 1;2;6.0;17/07/2018;6000000;microempresarial
Femenino;servicio;productos de belleza;moravia;2;4.0;14/02/2019;7800000;microempresarial
Femenino;comercio;almacen de ropa en ;doce de octubre no. 1;2;6.0;26/04/2018;1000000;microempresarial
Femenino;comercio;miscelanea;andalucia;2;2.0;1/08/2017;4000000;microempresarial
Masculino;comercio;tienda;castilla;3;5.0;28/06/2017;7000000;microempresarial
Masculino;comercio;comidas rapidas;san javier no.1;1;13.0;21/02/2018;$ 7,800,000.00;microempresarial
Femenino;comercio;almacen de ropa en ;picacho;1;6.0;9/05/2019;7500000;microempresarial
Masculino;comercio;tienda;andalucia;2;2.0;30/09/2016;6894000;microempresarial
Femenino;servicio;peluqueria;campo valdes no. 1;3;4.0;15/11/2018;5000000;microempresarial
Masculino;servicio;papeleria;castilla;2;5.0;20/04/2017;7377000;microempresarial
Masculino;industria;fabrica de ;enciso;3;8.0;31/05/2016;3000000;microempresarial
Masculino;comercio;tienda;la milagrosa;2;9.0;7/05/2019;8200000;microempresarial
Masculino;industria;almacen de ropa en ;nuevos conquistadores;2;13.0;8/11/2016;6890000;MICROEMPRESARIAL
Masculino;comercio;TIENDA;guayabal;3;15.0;27/03/2019;5000000;microempresarial
Femenino;industria;fabrica de ;belen;3;16.0;30/04/2018;5000000;microempresarial
Femenino;comercio;fabrica de alimentos;enciso;3;8.0;15/05/2018;788000;microempresarial
Femenino;comercio;variedades;cabecera san antonio ;2;80.0;28/08/2017;7000000;microempresarial
Femenino;SERVICIO;Peluqueria;santander;2;6.0;14/02/2018;4000000;microempresarial
Femenino;industria;fabrica de ;llanaditas;2;8.0;15/09/2016;6890000;microempresarial
Femenino;COMERCIO;comidas rapidas;robledo;2;7.0;18/07/2018;5000000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 2;2;3.0;25/07/2018;7000000;microempresarial
Femenino;comercio;variedades;la floresta;3;12.0;29/10/2018;2000000;microempresarial
Femenino;servicio;peluqueria;El Salvador;2;60.0;18/12/2018;3000000;microempresarial
Masculino;industria;fabrica de calzado;moravia;1;4.0;10/05/2018;4000000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 1;2;4.0;25/04/2018;7800000;Microempresarial
Femenino;comercio;variedades;san javier no.1;2;13.0;30/05/2018;1500000;microempresarial
Masculino;servicio;recreativo-educativo;buenos aires;3;9.0;26/02/2018;5500000;microempresarial
Femenino;comercio;almacen de ropa en ;el corazon;2;13.0;30/06/2016;6800000;microempresarial
Femenino;Comercio;comidas rapidas;robledo;2;7.0;2/02/2018;5000000;microempresarial
Masculino;industria;fabrica de productos ;Moravia;2;4.0;24/10/2016;6800000;microempresarial
Masculino;comercio;bares;pedregal;3;6.0;27/11/2018;5000000;microempresarial
Masculino;industria;fabrica de calzado;cabecera san antonio ;2;60.0;11/10/2018;6000000;microempresarial
Masculino;servicio;Variedades;la ladera;3;8.0;12/12/2017;3000000;microempresarial
Femenino;industria;marqueteria;santo domingo savio ;1;1.0;6/10/2017;7377000;microempresarial
Masculino;comercio;restaurante;miranda;2;4.0;21/06/2017;6000000;microempresarial
Femenino;comercio;almacen de ropa en ;manrique central no. 1;1;4.0;12/07/2016;5000000;microempresarial
Femenino;comercio;variedades;san javier no.1;2;13.0;20/04/2018;5000000;microempresarial
Femenino;industria;carpinteria;carpinelo;1;1.0;30/10/2018;7800000;microempresarial
Femenino;comercio;almacen de ropa en ;manrique central no. 2;2;3.0;7/12/2017;4400000;microempresarial
Femenino;industria;fabrica de ;tejelo;3;5.0;27/05/2019;4500000;Microempresarial
Masculino;industria;fabrica de muebles;villa del socorro;2;2.0;24/05/2016;6000000;microempresarial
Femenino;comercio;papeleria;robledo;3;7.0;7/06/2017;4000000;microempresarial
Femenino;comercio;panaderia;belencito;2;13.0;22/03/2018;2000000;microempresarial
Masculino;comercio;variedades;POPULAR;2;1.0;13/02/2018;7800000;microempresarial
Femenino;comercio;papeleria;LA CANDELARIA;2;10.0;6/08/2018;$ 5,000,000.00;microempresarial
Masculino;SERVICIO;Variedades;robledo;2;7.0;4/01/2019;7000000;microempresarial
Masculino;servicio;peluqueria;buenos aires;3;9.0;24/05/2017;5000000;microempresarial
Femenino;comercio;tienda;castilla;1;5.0;4/05/2018;4000000;microempresarial
Femenino;comercio;granero;belencito;1;13.0;7/06/2019;7000000;microempresarial
Masculino;comercio;tienda;santo domingo savio ;1;1.0;8/08/2016;6890000;microempresarial
Femenino;servicio;peluqueria;pedregal;3;6.0;27/07/2017;7000000;microempresarial
Femenino;comercio;fabrica de ;campo valdes no. 1;2;4.0;11/10/2018;7000000;microempresarial
Masculino;industria;fabrica de muebles;robledo;2;7.0;7/04/2017;5000000;microempresarial
Masculino;servicio;mantenimiento en ;manrique central no. 1;2;4.0;6/10/2017;7000000;Microempresarial
Femenino;comercio;distribuidora de ;belen;3;16.0;12/09/2016;68900000;microempresarial
Femenino;servicio;barberia;ARANJUEZ;3;4.0;13/07/2017;5000000;microempresarial
Femenino;servicio;mantenimiento en ;villa hermosa;2;8.0;9/08/2018;7800000;microempresarial
Femenino;comercio;tienda de helados;pedregal;3;6.0;17/04/2018;2500000;microempresarial
Femenino;comercio;almacen de ropa en ;robledo;2;7.0;5/07/2017;3000000;microempresarial
Femenino;comercio;variedades;buenos aires;2;9.0;26/01/2018;6500000;microempresarial
Femenino;comercio;legumbreria;san javier no.1;1;13.0;2/08/2018;5000000;microempresarial
Femenino;servicio;productos de belleza;Boyaca;3;5.0;29/03/2016;5000000;microempresarial
Masculino;agropecuaria;fabrica de ;zona expansion san ;2;80.0;27/06/2018;7800000;microempresarial
Femenino;comercio;variedades;robledo;1;7.0;11/02/2019;$ 8,280,000.00;microempresarial
Femenino;comercio;tienda;pedregal;2;6.0;5/07/2018;3000000;microempresarial
Masculino;comercio;charcuteria;robledo;2;7.0;25/01/2017;5000000;microempresarial
Masculino;comercio;variedades;centro admtivo;3;10.0;29/11/2016;6800000;microempresarial
Femenino;comercio;comidas rapidas;el salvador;3;9.0;27/03/2017;7000000;microempresarial
Masculino;industria;cerrajeria;barrio caicedo;1;9.0;10/05/2017;$ 4,000,000.00;microempresarial
Femenino;industria;fabrica de ;buenos aires;2;9.0;6/06/2017;4000000;microempresarial
Femenino;comercio;joyeria;san javier no.1;2;13.0;7/02/2017;7377000;microempresarial
Femenino;comercio;variedades;robledo;1;7.0;11/04/2016;6000000;microempresarial
Femenino;servicio;tienda;cabecera san antonio ;2;80.0;21/10/2016;6800000;microempresarial
Femenino;comercio;peluqueria;campo valdes no. 1;3;4.0;13/02/2017;7377000;microempresarial
Femenino;comercio;Tienda;cabecera san antonio ;3;80.0;2/11/2016;6000000;microempresarial
Femenino;comercio;joyeria;la milagrosa;3;9.0;6/03/2018;3000000;microempresarial
Femenino;COMERCIO;tienda de helados;santa cruz;2;2.0;26/10/2018;2500000;microempresarial
Femenino;industria;fabrica de ;santa cruz;2;2.0;7/12/2017;7000000;microempresarial
Femenino;industria;restaurante;cabecera san antonio ;2;80.0;10/05/2017;4000000;microempresarial
Masculino;servicio;recreativo-educativo;popular;2;15.0;2/06/2016;6890000;microempresarial
Femenino;comercio;variedades;suburbano altavista;1;70.0;19/06/2019;6000000;microempresarial
Masculino;servicio;marroquineria;la milagrosa;2;9.0;26/01/2017;737717;Microempresarial
Femenino;comercio;variedades;santo domingo savio ;2;1.0;9/11/2017;$ 7,300,000.00;microempresarial
Masculino;industria;publicidad y ;san javier no.1;2;13.0;22/02/2017;4000000;Microempresarial
Femenino;industria;fabrica de ;enciso;2;8.0;25/04/2018;3000000;microempresarial
Femenino;comercio;tienda de helados;alfonso lopez;3;5.0;8/02/2018;7000000;microempresarial
Femenino;COMERCIO;taller de electronica;santo domingo savio ;1;1.0;13/07/2018;3000000;microempresarial
Masculino;industria;publicidad y ;villa hermosa;2;8.0;5/10/2017;7377000;microempresarial
Femenino;comercio;peluqueria;villatina;1;8.0;4/07/2017;7000000;microempresarial
Femenino;comercio;variedades;campo valdes no. 1;3;4.0;24/08/2017;6000000;microempresarial
Masculino;industria;fabrica de ;pedregal;3;6.0;5/05/2016;6890000;microempresarial
Femenino;comercio;fabrica de calzado;robledo;1;7.0;22/09/2016;$ 2,000,000.00;microempresarial
Femenino;industria;fabrica de ;manrique central no. 2;2;3.0;8/08/2017;7300000;microempresarial
Masculino;industria;fabrica de alimentos;andalucia;2;2.0;10/07/2018;5000000;MICROEMPRESARIAL
Femenino;comercio;almacen de ropa en ;campo valdes no. 1;3;4.0;31/07/2017;7000000;Microempresarial
Masculino;comercio;peluqueria;manrique central no. 1;3;4.0;8/05/2017;7370000;MICROEMPRESARIAL
Femenino;comercio;variedades;san javier no.1;2;13.0;2/05/2017;7377000;microempresarial
Masculino;comercio;granero;campo valdes no. 1;3;4.0;21/02/2018;5000000;microempresarial
Femenino;COMERCIO;variedades;villa del socorro;2;2.0;18/10/2018;7000000;microempresarial
Masculino;comercio;cerrajeria;boston;3;10.0;9/10/2017;7370000;microempresarial
Femenino;comercio;almacen de ropa en ;popular;2;1.0;2/05/2017;7000000;microempresarial
Femenino;industria;variedades;kennedy;2;6.0;11/11/2016;2000000;microempresarial
Femenino;comercio;criadero de animales ;palmitas;1;50.0;6/04/2018;241315;microempresarial
Masculino;industria;carpinteria;aranjuez;3;4.0;8/05/2017;7377000;microempresarial
Masculino;comercio;variedades;villa del socorro;2;2.0;12/09/2016;6000000;microempresarial
Masculino;industria;carpinteria;manrique oriental;2;3.0;29/08/2017;7000000;microempresarial
Masculino;servicio;fabrica de calzado;doce de octubre no. 1;2;6.0;24/08/2018;1000000;Microempresarial
Femenino;SERVICIO;variedades;robledo;3;7.0;11/08/2017;5500000;microempresarial
Femenino;industria;fabrica de ;MANRIQUE CENTRAL NO. 1;1;4.0;9/04/2018;7800000;microempresarial
Femenino;comercio;variedades;santa cruz;2;2.0;15/09/2017;6000000;microempresarial
Femenino;comercio;variedades;alfonso lopez;3;5.0;29/10/2018;7000000;microempresarial
Femenino;industria;fabrica de ;enciso;3;8.0;22/11/2018;7000000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 1;3;4.0;17/05/2017;7300000;microempresarial
Masculino;agropecuaria;criadero de animales ;cabecera san cristobal;2;60.0;19/10/2016;5000000;agropecuaria
Masculino;comercio;fabrica de arepas;manrique central no. 1;2;4.0;25/07/2018;$ 2,000,000.00;microempresarial
Femenino;comercio;cafeteria;el chagualo;3;10.0;26/07/2017;7000000;microempresarial
Masculino;comercio;almacen de ropa en ;cabecera san antonio ;2;80.0;20/11/2017;4000000;microempresarial
Femenino;servicio;organizacion y ;manrique central no. 1;2;4.0;30/10/2018;13000000;empresarial ed. 
Masculino;servicio;peluqueria;buenos aires;2;9.0;10/08/2017;6000000;microempresarial
Masculino;comercio;variedades;manrique central no. 1;3;4.0;12/06/2017;7370000;microempresarial
Masculino;comercio;tienda;castilla;3;5.0;29/01/2019;$ 7,000,000.00;microempresarial
Femenino;industria;fabrica de ;robledo;2;7.0;7/11/2017;7300000;microempresarial
Femenino;comercio;fabrica de ;popular;2;1.0;15/02/2018;40000000;microempresarial
Masculino;comercio;recreativo-educativo;andalucia;2;2.0;31/10/2018;4000000;microempresarial
